phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
opioids	19076182	40232751	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232752	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 40 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232766	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232767	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 60 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232770	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232771	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 80 MG [Oxycontin]	RxNorm	Drug
opioids	19076211	40072158	Oxyfast	RxNorm	Drug	Oxycodone Oral Solution [Oxyfast]	RxNorm	Drug
opioids	19076211	40232737	Oxyfast	RxNorm	Drug	Oxycodone Hydrochloride 20 MG/ML Oral Solution [Oxyfast]	RxNorm	Drug
opioids	19076211	40232740	Oxyfast	RxNorm	Drug	Oxycodone Hydrochloride 20 MG/ML [Oxyfast]	RxNorm	Drug
opioids	19076948	19033718	Pediacare Fever	RxNorm	Drug	Ibuprofen 40 MG/ML Oral Suspension [Pediacare Fever]	RxNorm	Drug
opioids	19076948	19076949	Pediacare Fever	RxNorm	Drug	Ibuprofen 40 MG/ML [Pediacare Fever]	RxNorm	Drug
opioids	19076948	40054157	Pediacare Fever	RxNorm	Drug	Ibuprofen Oral Suspension [Pediacare Fever]	RxNorm	Drug
opioids	19076948	40244387	Pediacare Fever	RxNorm	Drug	Ibuprofen 20 MG/ML Oral Suspension [Pediacare Fever]	RxNorm	Drug
opioids	19076948	40244388	Pediacare Fever	RxNorm	Drug	Ibuprofen 20 MG/ML [Pediacare Fever]	RxNorm	Drug
opioids	19077443	40020782	Phenylhistine DH	RxNorm	Drug	Chlorpheniramine / Codeine / Pseudoephedrine Oral Solution [Phenylhistine DH]	RxNorm	Drug
opioids	19077443	40239814	Phenylhistine DH	RxNorm	Drug	Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Phenylhistine DH]	RxNorm	Drug
opioids	19077443	40239824	Phenylhistine DH	RxNorm	Drug	Chlorpheniramine Maleate 0.4 MG/ML / Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Phenylhistine DH]	RxNorm	Drug
opioids	19079636	1126565	Repan	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet [Repan]	RxNorm	Drug
opioids	19079636	19119849	Repan	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG [Repan]	RxNorm	Drug
opioids	19079636	40004024	Repan	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Tablet [Repan]	RxNorm	Drug
opioids	19080058	40146272	Robafen AC	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Robafen AC]	RxNorm	Drug
opioids	19080058	40221718	Robafen AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Robafen AC]	RxNorm	Drug
opioids	19080058	40221740	Robafen AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML [Robafen AC]	RxNorm	Drug
opioids	19080297	40002750	Roxicet	RxNorm	Drug	Acetaminophen / Oxycodone Oral Solution [Roxicet]	RxNorm	Drug
opioids	19080297	40155170	Roxicet	RxNorm	Drug	Acetaminophen / Oxycodone Oral Tablet [Roxicet]	RxNorm	Drug
opioids	19080297	40231907	Roxicet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet]	RxNorm	Drug
opioids	19080297	40231908	Roxicet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 5 MG [Roxicet]	RxNorm	Drug
opioids	19080297	40231928	Roxicet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicet]	RxNorm	Drug
opioids	19080297	40231931	Roxicet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Roxicet]	RxNorm	Drug
opioids	19080297	40231944	Roxicet	RxNorm	Drug	Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicet]	RxNorm	Drug
opioids	19080297	40231945	Roxicet	RxNorm	Drug	Acetaminophen 65 MG/ML / Oxycodone Hydrochloride 1 MG/ML [Roxicet]	RxNorm	Drug
opioids	19080299	40072159	Roxicodone	RxNorm	Drug	Oxycodone Oral Solution [Roxicodone]	RxNorm	Drug
opioids	19080299	40072457	Roxicodone	RxNorm	Drug	Oxycodone Oral Tablet [Roxicodone]	RxNorm	Drug
opioids	19080299	40232701	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 1 MG/ML Oral Solution [Roxicodone]	RxNorm	Drug
opioids	19080299	40232703	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 1 MG/ML [Roxicodone]	RxNorm	Drug
opioids	19080299	40232718	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 15 MG Oral Tablet [Roxicodone]	RxNorm	Drug
opioids	19080299	40232720	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 15 MG [Roxicodone]	RxNorm	Drug
opioids	19080299	40232738	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 20 MG/ML Oral Solution [Roxicodone]	RxNorm	Drug
opioids	19080299	40232741	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 20 MG/ML [Roxicodone]	RxNorm	Drug
opioids	19080299	40232746	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 30 MG Oral Tablet [Roxicodone]	RxNorm	Drug
opioids	19080299	40232748	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 30 MG [Roxicodone]	RxNorm	Drug
opioids	19080299	40232759	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 5 MG Oral Tablet [Roxicodone]	RxNorm	Drug
opioids	19080299	40232763	Roxicodone	RxNorm	Drug	Oxycodone Hydrochloride 5 MG [Roxicodone]	RxNorm	Drug
opioids	19080716	19080717	Sedapap	RxNorm	Drug	Acetaminophen 650 MG / butalbital 50 MG [Sedapap]	RxNorm	Drug
opioids	19080716	19136015	Sedapap	RxNorm	Drug	Acetaminophen 650 MG / butalbital 50 MG Oral Tablet [Sedapap]	RxNorm	Drug
opioids	19080716	40004043	Sedapap	RxNorm	Drug	Acetaminophen / butalbital Oral Tablet [Sedapap]	RxNorm	Drug
opioids	19082017	19047696	Supac	RxNorm	Drug	Acetaminophen 160 MG / Aspirin 230 MG / Caffeine 33 MG Oral Tablet [Supac]	RxNorm	Drug
opioids	19082017	19120283	Supac	RxNorm	Drug	Acetaminophen 160 MG / Aspirin 230 MG / Caffeine 33 MG [Supac]	RxNorm	Drug
opioids	19082017	40003500	Supac	RxNorm	Drug	Acetaminophen / Aspirin / Caffeine Oral Tablet [Supac]	RxNorm	Drug
opioids	19082059	1165667	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen 33.3 MG/ML / Guaifenesin 13.3 MG/ML Oral Solution [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082059	19082081	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen 33.3 MG/ML / Guaifenesin 13.3 MG/ML [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082059	19122379	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen 325 MG / Guaifenesin 200 MG [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082059	19122380	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen 325 MG / Guaifenesin 200 MG Oral Tablet [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082059	40128197	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen / Guaifenesin Oral Tablet [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082059	40134210	Tylenol Chest Congestion	RxNorm	Drug	Acetaminophen / Guaifenesin Oral Solution [Tylenol Chest Congestion]	RxNorm	Drug
opioids	19082381	19041353	Tempra 2	RxNorm	Drug	Acetaminophen 32 MG/ML Oral Solution [Tempra 2]	RxNorm	Drug
opioids	19082381	19118860	Tempra 2	RxNorm	Drug	Acetaminophen 32 MG/ML [Tempra 2]	RxNorm	Drug
opioids	19082381	40005726	Tempra 2	RxNorm	Drug	Acetaminophen Oral Solution [Tempra 2]	RxNorm	Drug
opioids	19083234	40146294	Triacin C	RxNorm	Drug	Codeine / Pseudoephedrine / Triprolidine Oral Solution [Triacin C]	RxNorm	Drug
opioids	19083234	40221480	Triacin C	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML Oral Solution [Triacin C]	RxNorm	Drug
opioids	19083234	40221487	Triacin C	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML / Triprolidine Hydrochloride 0.25 MG/ML [Triacin C]	RxNorm	Drug
opioids	19083441	1128630	Dolgic Plus	RxNorm	Drug	Acetaminophen 750 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet [Dolgic Plus]	RxNorm	Drug
opioids	19083441	19125547	Dolgic Plus	RxNorm	Drug	Acetaminophen 750 MG / butalbital 50 MG / Caffeine 40 MG [Dolgic Plus]	RxNorm	Drug
opioids	19083441	40137952	Dolgic Plus	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Tablet [Dolgic Plus]	RxNorm	Drug
opioids	19084133	40003692	Tylenol with Codeine	RxNorm	Drug	Acetaminophen / Codeine Oral Solution [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40003698	Tylenol with Codeine	RxNorm	Drug	Acetaminophen / Codeine Oral Tablet [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221902	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 15 MG Oral Tablet [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221903	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 15 MG [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221908	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 30 MG Oral Tablet [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221912	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 30 MG [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221914	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 60 MG Oral Tablet [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221915	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 300 MG / Codeine Phosphate 60 MG [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221967	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution [Tylenol with Codeine]	RxNorm	Drug
opioids	19084133	40221971	Tylenol with Codeine	RxNorm	Drug	Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML [Tylenol with Codeine]	RxNorm	Drug
opioids	19085342	40045771	Vicoprofen	RxNorm	Drug	Hydrocodone / Ibuprofen Oral Tablet [Vicoprofen]	RxNorm	Drug
opioids	19085342	40164717	Vicoprofen	RxNorm	Drug	Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet [Vicoprofen]	RxNorm	Drug
opioids	19085342	40164719	Vicoprofen	RxNorm	Drug	Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG [Vicoprofen]	RxNorm	Drug
opioids	19085988	19046167	Zebutal	RxNorm	Drug	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Zebutal]	RxNorm	Drug
opioids	19085988	19085989	Zebutal	RxNorm	Drug	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG [Zebutal]	RxNorm	Drug
opioids	19085988	40004011	Zebutal	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Capsule [Zebutal]	RxNorm	Drug
opioids	19085988	44785558	Zebutal	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Zebutal]	RxNorm	Drug
opioids	19085988	44785559	Zebutal	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG [Zebutal]	RxNorm	Drug
opioids	19087669	19087669	Codeine 50 MG/ML	RxNorm	Drug	Codeine 50 MG/ML	RxNorm	Drug
opioids	19089479	1177825	Neoprofen	RxNorm	Drug	2 ML Ibuprofen 10 MG/ML Injection [Neoprofen]	RxNorm	Drug
opioids	19089479	19089480	Neoprofen	RxNorm	Drug	Ibuprofen 10 MG/ML [Neoprofen]	RxNorm	Drug
opioids	19089479	42628870	Neoprofen	RxNorm	Drug	Ibuprofen Injection [Neoprofen]	RxNorm	Drug
opioids	19089479	42628871	Neoprofen	RxNorm	Drug	Ibuprofen 10 MG/ML Injection [Neoprofen]	RxNorm	Drug
opioids	19091073	40134499	Advil PM	RxNorm	Drug	Diphenhydramine / Ibuprofen Oral Tablet [Advil PM]	RxNorm	Drug
opioids	19091073	40173377	Advil PM	RxNorm	Drug	Diphenhydramine Citrate 38 MG / Ibuprofen 200 MG Oral Tablet [Advil PM]	RxNorm	Drug
opioids	19091073	40173378	Advil PM	RxNorm	Drug	Diphenhydramine Citrate 38 MG / Ibuprofen 200 MG [Advil PM]	RxNorm	Drug
opioids	19091090	1177827	Wal-Profen	RxNorm	Drug	Ibuprofen 200 MG Oral Capsule [Wal-Profen]	RxNorm	Drug
opioids	19091090	19124387	Wal-Profen	RxNorm	Drug	Ibuprofen 200 MG [Wal-Profen]	RxNorm	Drug
opioids	19091090	19124388	Wal-Profen	RxNorm	Drug	Ibuprofen 200 MG Oral Tablet [Wal-Profen]	RxNorm	Drug
opioids	19091090	40134921	Wal-Profen	RxNorm	Drug	Ibuprofen Oral Capsule [Wal-Profen]	RxNorm	Drug
opioids	19091090	40134922	Wal-Profen	RxNorm	Drug	Ibuprofen Oral Tablet [Wal-Profen]	RxNorm	Drug
opioids	19106396	40155168	Percocet	RxNorm	Drug	Acetaminophen / Oxycodone Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231857	Percocet	RxNorm	Drug	Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231859	Percocet	RxNorm	Drug	Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG [Percocet]	RxNorm	Drug
opioids	19106396	40231913	Percocet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231915	Percocet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG [Percocet]	RxNorm	Drug
opioids	19106396	40231918	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231920	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Percocet]	RxNorm	Drug
opioids	19106396	40231922	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231923	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Percocet]	RxNorm	Drug
opioids	19106396	40231927	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231930	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Percocet]	RxNorm	Drug
opioids	19106396	40231934	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Percocet]	RxNorm	Drug
opioids	19106396	40231936	Percocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Percocet]	RxNorm	Drug
opioids	19121441	40140788	Reprexain	RxNorm	Drug	Hydrocodone / Ibuprofen Oral Tablet [Reprexain]	RxNorm	Drug
opioids	19121441	40164694	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG Oral Tablet [Reprexain]	RxNorm	Drug
opioids	19121441	40164696	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG [Reprexain]	RxNorm	Drug
opioids	19121441	40164705	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 2.5 MG / Ibuprofen 200 MG Oral Tablet [Reprexain]	RxNorm	Drug
opioids	19121441	40164706	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 2.5 MG / Ibuprofen 200 MG [Reprexain]	RxNorm	Drug
opioids	19121441	40164709	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 5 MG / Ibuprofen 200 MG Oral Tablet [Reprexain]	RxNorm	Drug
opioids	19121441	40164711	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 5 MG / Ibuprofen 200 MG [Reprexain]	RxNorm	Drug
opioids	19121441	40164716	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG Oral Tablet [Reprexain]	RxNorm	Drug
opioids	19121441	40164718	Reprexain	RxNorm	Drug	Hydrocodone Bitartrate 7.5 MG / Ibuprofen 200 MG [Reprexain]	RxNorm	Drug
opioids	19124395	19135710	Wal-Proxen	RxNorm	Drug	Naproxen sodium 220 MG [Wal-Proxen]	RxNorm	Drug
opioids	19124395	19135711	Wal-Proxen	RxNorm	Drug	Naproxen sodium 220 MG Oral Tablet [Wal-Proxen]	RxNorm	Drug
opioids	19124395	40135052	Wal-Proxen	RxNorm	Drug	Naproxen Oral Tablet [Wal-Proxen]	RxNorm	Drug
opioids	19125399	40162345	Arthrotec	RxNorm	Drug	Diclofenac Sodium 50 MG / Misoprostol 0.2 MG [Arthrotec]	RxNorm	Drug
opioids	19125399	40162357	Arthrotec	RxNorm	Drug	Diclofenac Sodium 75 MG / Misoprostol 0.2 MG [Arthrotec]	RxNorm	Drug
opioids	19125399	40220406	Arthrotec	RxNorm	Drug	Diclofenac / Misoprostol Delayed Release Oral Tablet [Arthrotec]	RxNorm	Drug
opioids	19125399	42902225	Arthrotec	RxNorm	Drug	Diclofenac Sodium 50 MG / Misoprostol 0.2 MG Delayed Release Oral Tablet [Arthrotec]	RxNorm	Drug
opioids	19125399	42902226	Arthrotec	RxNorm	Drug	Diclofenac Sodium 75 MG / Misoprostol 0.2 MG Delayed Release Oral Tablet [Arthrotec]	RxNorm	Drug
opioids	19125572	40158761	Magnacet	RxNorm	Drug	Acetaminophen / Oxycodone Oral Tablet [Magnacet]	RxNorm	Drug
opioids	19125572	40231877	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Magnacet]	RxNorm	Drug
opioids	19125572	40231878	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 10 MG [Magnacet]	RxNorm	Drug
opioids	19125572	40231880	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Magnacet]	RxNorm	Drug
opioids	19125572	40231881	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 2.5 MG [Magnacet]	RxNorm	Drug
opioids	19125572	40231883	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Magnacet]	RxNorm	Drug
opioids	19125572	40231884	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 5 MG [Magnacet]	RxNorm	Drug
opioids	19125572	40231886	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Magnacet]	RxNorm	Drug
opioids	19125572	40231887	Magnacet	RxNorm	Drug	Acetaminophen 400 MG / Oxycodone Hydrochloride 7.5 MG [Magnacet]	RxNorm	Drug
opioids	19129322	40148520	Ala-Hist AC	RxNorm	Drug	Codeine / Phenylephrine Oral Solution [Ala-Hist AC]	RxNorm	Drug
opioids	19129322	40221788	Ala-Hist AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML Oral Solution [Ala-Hist AC]	RxNorm	Drug
opioids	19129322	40221789	Ala-Hist AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML [Ala-Hist AC]	RxNorm	Drug
opioids	19131681	40152902	BroveX CB	RxNorm	Drug	Brompheniramine / Codeine Oral Tablet [BroveX CB]	RxNorm	Drug
opioids	19131681	42901263	BroveX CB	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG [BroveX CB]	RxNorm	Drug
opioids	19131681	42901265	BroveX CB	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG [BroveX CB]	RxNorm	Drug
opioids	19131681	42901884	BroveX CB	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 10 MG Oral Tablet [BroveX CB]	RxNorm	Drug
opioids	19131681	42901889	BroveX CB	RxNorm	Drug	Brompheniramine Maleate 4 MG / Codeine Phosphate 20 MG Oral Tablet [BroveX CB]	RxNorm	Drug
opioids	19133709	40157423	Mar-cof CG	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Mar-cof CG]	RxNorm	Drug
opioids	19133709	40221582	Mar-cof CG	RxNorm	Drug	Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML Oral Solution [Mar-cof CG]	RxNorm	Drug
opioids	19133709	40221583	Mar-cof CG	RxNorm	Drug	Codeine Phosphate 1.5 MG/ML / Guaifenesin 45 MG/ML [Mar-cof CG]	RxNorm	Drug
opioids	19134047	19134047	tramadol hydrochloride 50 MG Oral Tablet	RxNorm	Drug	tramadol hydrochloride 50 MG Oral Tablet	RxNorm	Drug
opioids	35603628	35603628	Hydromorphone Hydrochloride 250 MG	RxNorm	Drug	Hydromorphone Hydrochloride 250 MG	RxNorm	Drug
opioids	36211884	1100148	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 325 MG / Codeine 8 MG Oral Tablet	RxNorm	Drug
opioids	36211884	1100168	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 500 MG / Codeine 8 MG Oral Tablet	RxNorm	Drug
opioids	36211884	19006022	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 400 MG / Codeine 8 MG Oral Tablet	RxNorm	Drug
opioids	36211884	19059784	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 650 MG / Codeine 30 MG Oral Tablet	RxNorm	Drug
opioids	36211884	40012311	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin / Codeine Oral Tablet	RxNorm	Drug
opioids	36211884	40223265	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 300 MG / Codeine Phosphate 8 MG Oral Tablet	RxNorm	Drug
opioids	36211884	40223266	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 325 MG / Codeine Phosphate 15 MG Oral Tablet	RxNorm	Drug
opioids	36211884	40223267	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 325 MG / Codeine Phosphate 30 MG Oral Tablet	RxNorm	Drug
opioids	36211884	40223268	Aspirin / Codeine Pill	RxNorm	Drug	Aspirin 325 MG / Codeine Phosphate 60 MG Oral Tablet	RxNorm	Drug
opioids	36212210	40029234	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Solution	RxNorm	Drug
opioids	36212210	40167041	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Suspension	RxNorm	Drug
opioids	36212210	40221521	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution	RxNorm	Drug
opioids	36212210	40221631	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	RxNorm	Drug
opioids	36212210	40223060	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 10 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Solution	RxNorm	Drug
opioids	36212210	40223061	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution	RxNorm	Drug
opioids	36212210	40223084	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.5 MG/ML Oral Solution	RxNorm	Drug
opioids	36212210	40235124	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235127	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.33 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235130	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 3.75 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235133	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235136	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 4.29 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235139	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 5 MG/ML Oral Suspension	RxNorm	Drug
opioids	36212210	40235142	Codeine / Guaifenesin / Pseudoephedrine Oral Liquid Product	RxNorm	Drug	Codeine Phosphate 1 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Suspension	RxNorm	Drug
